Respondent ID,Start Date,End Date,language,Please rate how often you listen to music:,,,,,,,Please write down below:,,,,Please rate how much you experience each of the following items when listening to the piece you just named,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,How important are the lyrics compared to the music of the piece for you?,Please rate how often you listen to the piece you just named:,,,,,,,Tell us more: Why did you choose this piece of music? (Optional),What is your age (in years)?,What is your gender?,Please select the country in which you spent most of your childhood,Please select the country in which you mostly lived since you were 18 years old,Please select your country of residence,Which of the aforementioned countries best defines your cultural identity?,What is your highest level of education?,,Which title describes you best?,What is your current employment status?,,How would you consider your economic situation respective to your country of residence?,To what extent do you consider music to be beneficial for your wellbeing?,"Below are 16 statements with which you may agree or disagree. Using the 1-7 scale below, please indicate how much you agree with each statement.",,,,,,,,,,,,,,,,"Here are a number of personality traits that may or may not apply to you. Please indicate the extent to which you agree or disagree with each statement. You should rate the extent to which the pair of traits applies to you, even if one characteristic applies more strongly than the other.I see myself as:",,,,,,,,,
,,,,"for background purposes (e.g. when doing something else, help pass the time, or set the atmosphere)",to bring up memories (e.g. by listening to music that takes you back to a certain time or reminds you of loved ones such as friends or relatives),"to have fun (e.g. to feel good, enjoy yourself, seek some entertainment)","to feel music's emotions (e.g. by experiencing music’s emotions, being immersed and moved by them, letting the music evoke emotions in you)","to change your mood (e.g. when you want to relax, feel better, feel focused or creative, vent out negative thoughts or feelings, seek comfort, or feel less lonely)","to express yourself (e.g. to relate with and express your own identity, your social identity, your culture, or to reflect on values and attitudes)","to feel connected to other people (e.g. by sharing music, going to concerts together, bonding with the artists or other fans)",The name of the artist:,The title of the piece of music:,The album of the piece (Optional):,A link to the specific version of the piece you prefer (Optional):,Relaxation,Spirituality,Consolation,Security,Strength,Enthusiasm,Pride,Freedom,Happiness,Pleasure,Love,Sadness,Longing,Vulnerability,Being moved,Nostalgia,Tenderness,Empathy,Curiousity,Amusement,Anger,Tension,Belonging,Loneliness,Pain,Beauty,Eroticism,Energy,Agression,Fear,Dreaminess,Triumph,Rebelliousness,"If there are <strong>other emotions</strong> that you associate with this piece, please name them in the box below:",Response,for background purposes,to bring up memories,to have fun,to feel music's emotions,to change your mood,to express yourself,to feel connected to other people,Open-Ended Response,Response,Response,Response,Response,Response,Response,Response,Other (please specify),Response,Response,Other (please specify),Response,Response,I'd rather depend on myself than others,I rely on myself most of the time; I rarely rely on others,"I often do ""my own thing""","My personal identity, independent of others, is very important to me",It is important that I do my job better than others,Winning is everything,Competition is the law of nature,"When another person does better than I do, I get tense and aroused","If a colleague gets a prize, I would feel proud",The well-being of my colleagues is important to me,"To me, pleasure is spending time with others",I feel good when I cooperate with others,Parents and children must stay together as much as possible,"It is my duty to take care of my family, even when I have to sacrifice what I want","Family members should stick together, no matter what sacrifices are required",It is important to me that I respect the decisions made by my groups,"Extraverted, enthusiastic","Critical, quarrelsome","Dependable, self-disciplined","Anxious, easily upset","Open to new experiences, complex","Reserved, quiet","Sympathetic, warm","Disorganized, careless","Calm, emotionally stable","Conventional, uncreative"
12356211846,01/26/2021 08:00:27 PM,01/26/2021 08:10:33 PM,de,3,2,5,5,3,3,2,Avenged Sevenfold,Nightmare,,,1,2,2,3,4,4,3,4,3,4,2,1,1,1,4,4,1,2,2,3,1,3,2,1,1,1,1,4,2,1,1,4,4,,4,1,4,4,5,4,3,3,Es hat eine große Bedeutung für mich und ist eine Art Meilenstein was die Entwicklung meines Musikgeschmacks angeht ,14,1,1,1,1,1,4,,2,4,,2,4,5,5,4,6,5,2,2,3,6,6,6,5,4,2,2,5,3,1,6,5,5,6,7,2,5,2
12356229161,01/26/2021 08:05:21 PM,01/26/2021 08:06:52 PM,tr,3,2,5,3,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12356226775,01/26/2021 08:05:02 PM,01/26/2021 08:06:49 PM,tr,5,4,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12356184472,01/26/2021 07:51:55 PM,01/26/2021 08:03:59 PM,tr,4,3,5,5,4,2,3,Taylor Swift ,seven,folklore ,,1,4,4,2,2,3,1,3,2,1,1,4,2,4,4,4,3,4,1,2,2,2,3,2,3,4,1,1,1,1,4,2,3,,5,2,4,2,5,4,1,3,,9,2,1,1,1,4,2,,2,4,,3,4,7,2,6,7,6,2,5,1,7,7,7,7,5,3,4,3,7,5,3,7,7,3,7,7,3,1
12356187644,01/26/2021 07:52:49 PM,01/26/2021 07:59:40 PM,de,4,3,4,2,4,4,1,Kontra K,Oder nicht,Erde und Knochen,https://www.youtube.com/watch?v=asDHD-wN3BA,2,3,4,4,4,3,3,3,3,2,1,1,2,1,4,2,1,1,2,3,1,1,4,1,2,1,1,4,1,1,1,4,3,,4,3,3,4,4,5,3,2,pure motivation,11,2,1,1,1,1,2,,2,4,,2,4,6,5,7,7,6,3,3,4,5,5,6,5,3,2,2,5,3,4,6,2,6,6,5,3,5,3
12356124318,01/26/2021 07:33:05 PM,01/26/2021 07:50:40 PM,tr,5,3,3,4,5,4,2,Testament,Trial by Fire,The New Order,,2,1,1,1,3,2,1,3,3,3,1,1,2,1,2,2,1,1,2,4,2,1,1,1,1,2,1,4,2,1,2,2,3,,3,1,2,4,5,2,2,3,Bu şarkıyı zamanında gitar öğretmenim bana önermişti. Her dinlediğimde onu ve onunla olan anılarımı hatırlarım.,6,1,1,1,1,1,1,,3,4,,2,4,7,2,6,6,5,3,5,3,6,6,5,4,7,6,6,5,2,1,4,3,5,6,6,3,6,2
12356173189,01/26/2021 07:48:19 PM,01/26/2021 07:48:52 PM,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12356155134,01/26/2021 07:42:49 PM,01/26/2021 07:48:38 PM,tr,4,3,5,5,1,3,3,Massive Attack,False Flags,,,2,2,2,2,4,2,2,3,2,4,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,4,1,2,3,1,3,3,4,,5,2,1,3,5,1,5,2,,13,2,1,1,1,1,4,,2,4,,3,2,7,7,7,7,7,6,7,5,2,7,7,7,5,5,5,5,3,6,7,5,6,6,5,1,5,5
12356136831,01/26/2021 07:37:10 PM,01/26/2021 07:46:20 PM,de,3,3,5,5,5,5,5,Elbow,One Day Like This,,,4,1,4,3,2,3,2,4,4,4,3,1,3,1,4,3,1,3,2,3,1,2,3,1,1,4,1,4,1,1,4,2,1,,3,3,4,4,5,5,4,5,,16,1,1,1,147,1,4,,3,4,,2,4,5,5,6,7,4,1,2,2,6,7,7,7,4,1,1,4,6,3,6,2,7,4,6,3,5,1
12356137551,01/26/2021 07:37:13 PM,01/26/2021 07:45:32 PM,tr,4,2,4,3,2,2,1,Nope,Nopee,Bruh,Sj,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,Sj ,4,3,2,1,1,3,3,2,S and j,36,3,3,3,1,41,6,,4,7,,3,4,5,7,6,2,5,5,5,3,6,6,6,7,2,7,5,5,4,5,4,7,4,3,2,1,5,3
12356157109,01/26/2021 07:43:26 PM,01/26/2021 07:43:34 PM,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12356111057,01/26/2021 07:29:19 PM,01/26/2021 07:36:39 PM,tr,2,4,5,5,4,1,1,TOOL,Descending,Fear Inoculum,https://www.youtube.com/watch?v=PcSoLwFisaw,4,3,1,1,4,3,4,3,4,4,1,2,2,1,3,1,1,1,3,4,1,1,1,2,1,3,1,4,1,1,3,4,2,,3,3,2,5,5,4,1,1,"En çok dinlediğim, favori şarkım.",12,2,1,1,1,4,2,,2,4,,3,4,6,5,5,5,5,3,5,4,7,7,7,7,5,6,5,6,3,6,6,6,4,6,4,5,6,2
12356107496,01/26/2021 07:28:13 PM,01/26/2021 07:35:23 PM,de,4,4,5,4,3,2,2,Kool Savas,Das Urteil,Einzelveröffentlichung,https://www.youtube.com/watch?v=fLll2lD4iE4,3,1,1,2,4,4,2,3,2,4,2,1,2,1,3,4,1,3,1,4,3,4,1,1,2,2,1,4,4,1,1,3,4,,5,2,4,3,5,4,2,2,"Habe überlegt zu welchen Songs ich seit Jahren immer wieder zurück komme, während sich Lieblingslieder wie Ohrwürmer bei mir täglich ändern können. Dieser fiel mir zu erst ein.",19,2,1,1,1,1,4,,2,1,,3,3,7,6,6,5,3,2,3,3,6,7,6,5,4,3,3,6,5,2,6,3,6,4,7,5,7,3
12356103592,01/26/2021 07:27:04 PM,01/26/2021 07:27:33 PM,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12356051982,01/26/2021 07:11:56 PM,01/26/2021 07:25:59 PM,de,5,2,5,3,4,2,3,Woodkid,Iron,The Golden Age,https://youtu.be/vSkb0kDacjs,2,2,2,2,4,4,3,3,3,4,2,2,3,2,3,3,2,2,1,4,1,3,2,1,1,3,2,4,1,1,2,4,4,,4,4,4,5,5,4,2,3,"Es ist das erste Lied, das ich von Woodkid gehört habe und eines meiner Lieblingslieder von ihm. Ich war auf drei Konzerten mit meiner besten Freundin und wir teilen viele schöne Erinnerungen an dieses Lied und den Künstler.",20,2,1,1,1,1,3,,2,1,,2,4,6,5,6,6,5,2,2,4,7,7,5,4,6,6,5,5,3,3,5,6,6,7,6,4,5,2
12356061420,01/26/2021 07:14:24 PM,01/26/2021 07:16:52 PM,de,5,3,4,4,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12356023024,01/26/2021 07:03:58 PM,01/26/2021 07:13:35 PM,tr,3,3,2,3,2,1,1,C418,Sweden,,,4,1,3,2,1,2,2,3,4,4,1,2,3,1,3,3,2,2,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,,1,4,4,3,3,2,1,1,,5,2,1,1,1,1,1,,2,4,,2,4,5,1,3,6,1,4,7,1,5,5,7,7,7,6,7,4,2,6,3,7,5,6,3,7,1,4
12356049311,01/26/2021 07:11:05 PM,01/26/2021 07:11:39 PM,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12356033037,01/26/2021 07:06:28 PM,01/26/2021 07:08:50 PM,de,4,3,4,5,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12356027612,01/26/2021 07:05:00 PM,01/26/2021 07:06:23 PM,tr,4,2,5,5,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12356013262,01/26/2021 07:01:14 PM,01/26/2021 07:04:33 PM,tr,3,4,5,4,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12356015340,01/26/2021 07:02:02 PM,01/26/2021 07:03:34 PM,tr,5,3,2,4,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12356010962,01/26/2021 07:00:45 PM,01/26/2021 07:02:16 PM,de,3,2,4,4,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12355987251,01/26/2021 06:53:58 PM,01/26/2021 06:55:26 PM,tr,4,2,4,5,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12355980116,01/26/2021 06:51:43 PM,01/26/2021 06:53:05 PM,tr,5,2,4,5,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12355965667,01/26/2021 06:47:37 PM,01/26/2021 06:48:44 PM,tr,3,3,5,5,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12355959266,01/26/2021 06:45:44 PM,01/26/2021 06:47:06 PM,tr,5,3,5,2,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12355935413,01/26/2021 06:38:59 PM,01/26/2021 06:40:03 PM,tr,5,5,5,5,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12355915873,01/26/2021 06:33:08 PM,01/26/2021 06:37:43 PM,tr,2,1,5,5,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12355898681,01/26/2021 06:28:18 PM,01/26/2021 06:29:13 PM,tr,5,5,5,2,5,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12355825533,01/26/2021 06:06:57 PM,01/26/2021 06:07:25 PM,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12355751020,01/26/2021 05:45:48 PM,01/26/2021 05:55:37 PM,tr,4,2,2,5,4,3,1,Kansas,Dust in the wind,,,2,3,1,1,1,1,1,3,1,1,1,2,1,2,2,3,1,2,1,1,1,1,1,3,1,2,1,1,1,1,2,1,2,,4,3,1,1,3,4,2,1,,21,2,1,1,1,1,4,,2,1,,3,3,5,5,5,7,6,1,3,3,5,6,7,5,1,2,5,5,5,3,6,2,6,1,6,4,2,4
12355724872,01/26/2021 05:37:52 PM,01/26/2021 05:55:07 PM,tr,3,3,4,4,3,3,2,Dire Straits,You and Your Friend,,https://www.youtube.com/watch?v=ILRCfeITBns,3,1,1,1,1,1,1,3,3,3,3,1,2,1,3,3,3,3,3,2,1,1,1,1,1,1,1,2,1,1,3,1,1,Sevgi,2,4,4,4,4,4,2,1,Benin için şarkının sözlerinin anlamları hiçbir şey ifade etmiyor. Çünkü bence solistte bir tür enstrumandır ve solistin çıkardığı sesler şarkıya tam uymalıdır (harmonik). İşte bu şarkıda da hem solist hem de diğer enstrumanların birbiriyle çok uyumlu olduğunu düşünüyor ve anlamsız bir şekilde çok seviyorum. ,26,2,1,1,1,1,4,,5,3,,2,4,6,6,6,7,7,1,7,5,7,7,7,7,7,7,7,7,7,1,6,1,7,5,6,1,5,1
12355744918,01/26/2021 05:43:55 PM,01/26/2021 05:50:41 PM,de,5,3,5,4,2,2,2,Rammstein,Diamant,,,2,1,2,2,2,3,1,2,2,3,4,3,4,2,4,4,3,3,1,3,1,2,2,2,3,4,2,2,1,2,2,1,1,,5,3,3,2,5,2,5,3,Es erinnert mich an einen Urlaub und ich habe das Lied gerne anderen vorgesungen,13,1,1,1,1,1,3,,3,5,,2,4,6,6,6,6,3,3,4,2,5,4,4,3,5,5,4,4,4,3,6,3,6,5,6,1,5,2
12355725826,01/26/2021 05:38:15 PM,01/26/2021 05:47:43 PM,tr,4,2,5,5,5,1,4,Duke Deuce,Crunk ain't Dead,,,3,4,4,1,4,4,1,4,4,4,1,1,1,1,1,1,1,3,1,4,1,1,3,1,1,4,1,4,1,1,2,2,2,Gaza gelme,4,2,1,5,5,5,3,3,,7,2,1,1,1,1,1,,2,4,,3,4,6,4,5,1,1,1,1,1,7,7,7,7,7,7,1,7,7,4,7,1,7,1,6,7,4,1
12355705773,01/26/2021 05:32:14 PM,01/26/2021 05:33:26 PM,es,5,5,5,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12355694698,01/26/2021 05:29:02 PM,01/26/2021 05:30:04 PM,tr,4,2,3,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12355659681,01/26/2021 05:19:14 PM,01/26/2021 05:29:14 PM,de,5,2,4,4,3,2,2,The Fray,How to save alife,,,3,1,2,1,1,1,1,1,2,2,3,4,4,4,4,4,1,3,1,2,1,1,3,2,4,3,1,2,1,2,3,1,1,,5,3,5,2,5,2,4,3,,19,1,1,1,1,1,4,,2,1,,2,4,6,6,4,4,4,2,2,2,5,5,6,4,5,3,5,6,4,3,4,5,6,4,7,4,4,5
12355678473,01/26/2021 05:24:15 PM,01/26/2021 05:25:53 PM,tr,4,3,2,3,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12355674319,01/26/2021 05:23:06 PM,01/26/2021 05:24:13 PM,de,4,3,3,4,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12355591629,01/26/2021 04:59:32 PM,01/26/2021 05:16:36 PM,tr,3,3,5,5,5,2,2,One direction,Night changes,,,3,2,2,2,2,2,1,3,3,2,2,2,3,1,3,2,2,1,1,2,2,1,2,3,2,2,1,2,1,1,2,2,1,,4,2,3,2,4,3,3,1,,5,1,1,1,1,1,0,Ortaokul,2,4,,2,3,6,7,6,7,5,3,5,5,7,7,5,6,7,6,7,7,3,2,5,2,6,5,6,5,6,5
12355530334,01/26/2021 04:41:53 PM,01/26/2021 05:11:31 PM,tr,4,2,2,3,3,2,2,,Cost of Freedom,,https://www.youtube.com/watch?v=1qgz8UJ48gk&t=160s,1,1,1,1,4,1,2,4,1,1,1,2,1,1,1,1,1,2,1,1,4,3,1,1,2,1,1,2,2,2,4,3,4,,1,3,1,1,5,2,1,1,,6,2,1,1,1,1,0,Lisedeyim daha okulu bitirmedim.,2,4,,3,3,6,3,3,7,6,1,7,6,1,4,6,7,7,7,7,6,1,4,4,5,4,6,7,5,7,1
12355616336,01/26/2021 05:06:43 PM,01/26/2021 05:07:06 PM,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12355588922,01/26/2021 04:58:49 PM,01/26/2021 05:00:52 PM,tr,4,2,4,3,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12355582528,01/26/2021 04:57:07 PM,01/26/2021 04:58:28 PM,tr,4,2,4,4,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12355411567,01/26/2021 04:07:04 PM,01/26/2021 04:52:01 PM,de,5,4,4,3,5,3,2,Russkaja,Surrealnaja,Energia,https://open.spotify.com/track/5F9PHCHoWmHZszfmFq0Rwa,3,1,1,1,4,3,2,3,2,4,1,1,2,1,2,2,2,3,4,4,1,4,2,1,1,1,1,3,3,2,4,3,3,,3,4,2,5,4,5,3,1,,11,2,1,1,1,1,3,,2,1,,2,4,4,4,3,5,2,1,1,2,5,5,3,2,3,3,3,4,1,3,4,5,4,7,6,5,4,5
12355552289,01/26/2021 04:48:22 PM,01/26/2021 04:50:27 PM,de,5,3,2,4,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12355498723,01/26/2021 04:32:45 PM,01/26/2021 04:42:56 PM,de,5,3,5,5,5,3,2,JOHNNY 5,Rauche gut,,,4,1,2,1,2,2,2,4,2,3,1,2,4,1,3,4,1,2,1,3,1,1,2,4,2,1,1,2,1,1,3,1,1,,4,3,5,5,4,4,2,4,,11,2,1,1,1,1,1,,1,1,,2,4,7,6,6,7,5,5,7,4,6,6,3,3,3,2,2,4,1,4,5,3,5,6,4,3,5,3
12355475018,01/26/2021 04:25:46 PM,01/26/2021 04:34:16 PM,en,5,3,4,4,5,2,3,Ambar Lucid,A letter to my younger self,Dreaming Lucid,,4,1,4,4,3,4,4,3,3,4,3,2,2,2,4,2,3,3,1,1,1,1,4,1,2,4,1,3,1,1,4,4,1,,5,3,1,2,1,5,2,1,This song came up randomly on a Spotify playlist during a very stressful moment in my life and it brought me comfort and confidence. That was special and made me come back to the song many times since then.,18,1,185,185,185,185,4,,3,4,,3,4,6,5,7,7,7,3,2,5,7,7,5,6,6,6,6,6,5,2,7,5,7,5,7,5,6,3
12355471415,01/26/2021 04:24:39 PM,01/26/2021 04:34:08 PM,de,2,5,4,4,5,3,2,Louis Jordan,Saturday Night Fish Fry,,,1,3,3,4,3,3,3,4,4,2,2,2,3,3,3,4,1,3,3,3,1,1,4,1,1,1,1,3,1,1,3,1,1,,4,1,5,2,4,5,2,4,"Es war das Lieblingsstück meines verstorbenen Vaters, das uns beide auf besondere Weise verbunden hat",10,1,1,1,1,1,2,,3,4,,2,4,7,6,6,6,5,2,3,4,6,6,5,3,1,3,2,4,6,4,3,5,7,2,5,4,3,2
12355471110,01/26/2021 04:24:34 PM,01/26/2021 04:32:14 PM,de,2,3,5,4,4,3,3,Queens of the stone age,I appear missing,,,2,3,2,1,2,3,3,3,2,2,3,4,4,3,3,4,4,3,1,3,2,2,3,2,3,4,1,1,1,2,3,1,1,,3,1,5,2,5,5,2,1,,11,2,1,1,1,1,5,,1,4,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,
12355471938,01/26/2021 04:24:52 PM,01/26/2021 04:25:45 PM,de,5,4,4,4,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12355427947,01/26/2021 04:11:55 PM,01/26/2021 04:22:51 PM,de,4,2,4,3,2,2,2,Dodie,Secret for the mad,You - EP,,2,2,3,2,2,1,1,1,1,1,2,3,2,4,3,1,3,4,1,2,1,1,4,2,4,3,1,1,1,2,1,1,1,Anerkennung ,5,2,2,1,4,1,4,1,"Weil es in schweren Zeiten wo ich mich von niemanden verstanden gefühlt habe, mir das Gefühl gegeben hat, dass meine Probleme anerkannt und normal sind",12,1,1,1,1,1,2,,2,0,Azubi,3,2,4,5,5,2,5,1,2,3,7,6,5,2,4,3,2,4,2,1,4,5,6,6,6,5,3,2
12355456315,01/26/2021 04:20:05 PM,01/26/2021 04:21:47 PM,de,4,2,5,2,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12355405011,01/26/2021 04:05:15 PM,01/26/2021 04:21:33 PM,tr,5,3,3,2,5,3,2,Frank Sinatra,That's Life,,,3,3,3,3,1,1,2,4,3,2,1,3,3,2,4,3,2,4,2,1,1,2,2,4,3,2,1,2,1,2,4,2,2,,5,4,3,3,4,5,2,2,,8,2,1,1,1,1,2,,2,4,,2,3,6,6,7,6,7,5,5,5,6,7,7,7,6,6,6,5,3,4,5,6,3,4,5,6,7,1
12355456361,01/26/2021 04:20:12 PM,01/26/2021 04:20:27 PM,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12355411332,01/26/2021 04:06:51 PM,01/26/2021 04:16:28 PM,tr,3,2,4,5,2,4,1,Cem Karaca,Dadaloğlu,,,2,2,1,2,3,2,3,4,1,3,1,2,2,1,2,3,1,2,3,3,1,1,2,1,3,1,1,1,1,1,1,4,3,,4,2,1,3,5,3,2,1,,6,2,1,1,1,1,0,Ortaokul,2,4,,1,2,6,2,7,7,7,2,7,7,4,7,7,2,5,7,6,6,5,7,6,1,5,6,5,2,7,3
12355398040,01/26/2021 04:03:14 PM,01/26/2021 04:16:12 PM,tr,5,1,5,5,2,1,1,Ados,Kamber,,,3,2,3,1,1,1,1,3,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,,6,1,1,1,5,5,5,1,diğer şarkıların aksine bunu sadece başarısız olduğumda dinlerim. O yüzden belkide en az dinlediğim bu şarkı aralarında en çok değer verdiğim,7,2,1,1,1,1,1,,2,4,,2,4,7,6,5,7,7,5,7,2,3,3,2,2,1,1,1,3,,,,,,,,,,
12355418306,01/26/2021 04:08:57 PM,01/26/2021 04:14:23 PM,tr,3,4,3,4,5,4,5,ferdi tayfur ,hatıran yeter,,,2,2,2,2,1,2,1,1,1,2,4,4,4,3,4,4,1,3,1,1,1,1,3,4,4,2,1,1,1,1,4,1,1,,4,1,5,1,5,2,4,5,,11,2,1,1,1,1,4,,2,9,,2,2,5,3,5,5,4,5,7,7,7,7,5,7,7,7,7,6,6,5,6,7,3,7,3,5,7,6
12355431816,01/26/2021 04:12:54 PM,01/26/2021 04:14:18 PM,tr,4,3,4,5,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12355361686,01/26/2021 03:51:39 PM,01/26/2021 04:07:54 PM,tr,2,2,4,4,3,4,2,Ludwig van Beethoven,Egmont Uvertürü,,https://www.youtube.com/watch?v=sDRNKUOYltY,2,4,2,2,2,1,3,4,2,4,2,3,2,2,4,3,2,1,3,1,2,3,3,1,3,3,1,3,1,2,3,4,4,,1,2,2,2,5,3,3,4,"Müzik tarihinin en büyük devrimcisinin bu romantik eseri tarihi bir olayın tüm hislerini barındırmaktadır. İçinde her hissi bulmak mümkündür. Şiddet, zafer, korku, vb.",39,2,1,1,1,1,5,,2,1,,3,3,7,6,6,7,7,2,5,6,5,5,6,6,6,7,7,7,7,6,7,1,2,1,7,2,6,1
12355393323,01/26/2021 04:01:39 PM,01/26/2021 04:07:54 PM,tr,5,3,4,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
